"Zona";"Subzona";"Tipo";"Dirección";"Precio (€)";"m² construidos";"m² útiles";"Habitaciones";"Baños";"Planta";"Exterior/Interior";"Ascensor";"Estado";"Año construcción";"Calefacción";"Aire acondicionado";"Garaje";"Trastero";"Terraza";"Piscina";"Jardín";"Certificación energética";"Descripción";"Link";"Coche lunes 8am (min)";"Coche domingo 9am (min)";"Distancia coche (km)";"Bus lunes 8am (min)";"Bus domingo 9am (min)";"A pie (min)"
"Valladolid";"Centro";"Piso";"Calle Títulos";"59000";"32";"25";"1";"1";"?";"Interior";"No";"Buen estado";"2010";"";"";"";"";"";"";"";"En trámite";"SE VENDE PISO TIPO ESTUDIO EN LA OVERUELA CON REF 44806 Piso tipo estudio en La Overuela, Valladolid — Ideal para inversión o primera vivienda Se vende piso de 32 m² situado a pie de calle en el barrio de La Overuela, Valladolid, justo a la entrada del barrio y frente a la parada de autobús, lo que ofrece una excelente comunicación con el centro de la ciudad. Su ubicacion muy cercana a la zona comercial de supermercados Mercadona, Gadis, Aldi Tifer etc y con rutas de senderismo, pesca y mucha vegetacion al estar al lado del Canal de Castilla. &nbsp; La vivienda es un acogedor estudio con distribución tipo cocina americana, un dormitorio independiente y un baño con ducha. Actualmente, el piso se encuentra sin terminar la reforma, lo que permite al comprador personalizarlo a su gusto y adaptar cada detalle a sus necesidades. Una opción interesante tanto para inversores como para quienes buscan una primera vivienda asequible en una zona tranquila, bien comunicada y con todos los servicios cercanos. SOBRE NOSOTROS En BUVE. app te ayudamos con la gestión integral de la compra de tu inmueble, desde la búsqueda de financiación hasta el cambio de suministros, Además contamos con empresas colaboradoras que te podrán ayudar con la mudanza, pequeñas o grandes reformas en tu inmueble e incluso te podemos proporcionar empresa de servicio de alarmas. &nbsp;¡Olvídate de todo! Hacemos los trámites por ti. Y, si además necesitas financiación, podemos ayudarte a conseguir las mejores condiciones para tu perfil económico. ¿TIENES ALGUNA DUDA? Pregúntanos sin compromiso. ¡Estamos aquí para ayudarte!";"https://www.idealista.com/inmueble/109833322/";"15";"12";"6.6";"24";"29";"79"
"Valladolid";"Centro";"Piso";"Calle de la Galana";"180000";"75";"52";"2";"2";"3ª</span>";"Exterior";"Sí";"Buen estado";"?";"";"";"Sí";"Sí";"";"Sí";"";"A";"Con Testa Homes no pagas comisión ni honorarios de intermediación por tu inmueble. ¿Te imaginas disfrutando de tu hogar en propiedad en una excelente ubicación en Valladolid? ¡Testa Homes lo hace realidad! *La vivienda y fotos publicadas corresponden a una vivienda tipo, para más información consulte a su gestor comercial. Vivienda exterior de 2 dormitorios con piscina y garaje en zona residencial de Valladolid Te presentamos esta amplia vivienda sin amueblar de 75 m² construidos, distribuidos en un acogedor salón-comedor, cocina independiente, 2 dormitorios con armarios empotrados y 2 baños completos. Una opción perfecta para quienes buscan confort y funcionalidad en un entorno tranquilo y bien comunicado. La vivienda cuenta con suelos laminados de acabado cálido, radiadores distribuidos en todas las estancias y una excelente orientación que aporta luminosidad durante todo el día. Es una vivienda exterior, ideal para disfrutar de luz natural en cada rincón. La cocina está amueblada y equipada con vitrocerámica, horno y campana extractora, ofreciendo una base funcional para el día a día. Se complementa con un práctico espacio de almacenamiento y buena ventilación. Se considera una cocina básica pero muy eficiente. En cuanto a los baños, el cuarto de baño principal dispone de bañera con mampara, mientras que el baño secundario ofrece una ducha con mampara de vidrio, cubriendo las necesidades de comodidad de toda la familia. El precio incluye plaza de garaje y trastero, una solución clave para el almacenaje y la comodidad del día a día. La vivienda se encuentra en una finca privada con portales y accesos recientemente reformados, lo que añade valor estético y funcional. Disfruta además de una agradable piscina comunitaria, perfecta para los meses más cálidos. El edificio cuenta con portero físico, brindando seguridad y atención diaria a los residentes. Ubicada a las afueras de Valladolid, en una zona residencial tranquila y consolidada, rodeada de servicios esenciales: supermercados, centros educativos, parques y zonas de ocio. Excelentes comunicaciones: Por carretera: VA-30 y VA-20 Transporte público: Líneas de autobús 4, 16 y B2 Acepta mascotas, para que puedas compartir tu nuevo hogar con tu compañero de cuatro patas. Horario de atención telefónica de lunes a viernes de 9:00 a 21:00 y sábados de 9:00 a 14:00 horas. Consulte condiciones y disponibilidad. *Imágenes orientativas sin carácter vinculante. **Las imágenes corresponden a un apartamento tipo. **Viviendas sujetas a disponibilidad y viviendas no amueblada. En Testa Homes, te acompañamos durante todo el proceso de compra de la vivienda y te contamos todo con la mayor transparencia. Además, te ponemos en contacto con un asesor financiero que te informará de las mejores condiciones disponibles. *En relación a los suministros de luz y agua, será necesario que el nuevo comprador realice el cambio de titularidad a su nombre. Con Testa Homes no pagas comisión ni honorarios de intermediación por tu inmueble.";"https://www.idealista.com/inmueble/109840013/";"";"";"";"";"";""
"Valladolid";"Centro";"Piso";"Ps Zorrilla";"292000";"165";"147";"4";"2";"2ª</span>";"Exterior";"Sí";"Buen estado";"1980";"Calefacción individual: Gas natural";"";"Sí";"";"Sí";"";"";"A";"Remax Pisuerga desde 1998 en Valladolid, ofrece esta amplia vivienda de cuatro dormitorios en Valladolid. LA VIVIENDA Con 147 metros útiles, se distribuye en cuatro dormitorios (dos de ellos con armarios empotrados, más otro en el pasillo), amplio salón comedor, cocina amueblada con muebles altos, bajos y electrodomésticos, dos baños, y dos amplias terrazas. CALIDADES Dispone de calefacción de gas natural, suelos de parquet en salón y habitaciones, y de cerámica en cocina y baños, ventanas de aluminio, puerta de seguridad y alarma en la entrada y puertas chapadas en sapeli en el interior de la vivienda. LA ZONA Situada en una inmejorable zona (Paseo Zorrilla), podrá encontrar todos los servicios necesarios para el día al día: Supermercado, todo tipo de comercios, gimnasio, colegios, guarderías, parada de bus a escasos metros. NOTA: Este anuncio no es vinculante, puede contener errores, se muestra a título informativo y no contractual. El texto que se ofrece, junto con fotos y croquis del inmueble, algunas diseñadas con IA a efectos de ejemplo, está destinando a su uso como instrumento informativo. No tiene validez jurídica ninguna.";"https://www.idealista.com/inmueble/109840677/";"1";"1";"0.3";"6";"6";"6"
"Valladolid";"Centro";"Piso";"Calle del Iris";"110000";"96";"45";"1";"1";"1ª</span>";"Exterior";"Sí";"Buen estado";"?";"Calefacción individual: Gas natural";"";"Sí";"";"";"";"";"En trámite";"TU VIVIENDA, Tu inmobiliaria de confianza, VENDE acogedor piso en el barrio de Las Flores. Una vivienda luminosa y lista para entrar a vivir. Con una superficie total de 45 m², distribuidos en un amplio salón, cocina totalmente amueblada y equipada, una espaciosa habitación doble y baño completo. La vivienda se sitúa en una primera planta, cuenta con calefacción individual de gas natural, con carpintería exterior de PVC que garantiza un excelente aislamiento térmico y acústico. Cuenta con suelos de parquet que aportan calidez a la vivienda. Además se incluye en el precio plaza de garaje y trastero en el mismo edificio. Se vende completamente amueblado, lo que permite que esté listo para entrar a vivir desde el primer día. Ubicado en una zona residencial con todos los servicios a tu alcance —supermercados, colegios, transporte público y zonas verdes— este piso ofrece la combinación perfecta de comodidad, tranquilidad y buena comunicación con el centro de la ciudad. Ideal tanto para vivir como para invertir. RECUERDA que por nuestra amplia experiencia con más de 15 años en primera línea del sector inmobiliario, podemos ayudarte a la hora de buscar financiación. No dudes más y llama a nuestra oficina para concertar una visita con nuestros agentes y conocer el inmueble. *nota informativa Alguna de las imágenes están realizadas con IA para una mejor interpretación de los espacios del inmueble y así poder dar un mejor servicio al cliente. Este anuncio no es vinculante, puede contener errores, se muestra a título informativo y no contractual. No tiene validez jurídica ninguna.";"https://www.idealista.com/inmueble/109847859/";"16";"13";"5.7";"35";"30";"44"
"Valladolid";"Centro";"Casa o chalet";"Casa o chalet en venta en Calle Bergantiños";"35000";"41";"";"1";"1";"?";"Interior";"?";"Buen estado";"?";"";"";"";"";"";"";"";"";"Casa adosada de 60 m² ubicada en Valladolid. Se trata de una casa adosada de 60 m² distribuidos en salón-comedor, cocina, 1 dormitorio y 1 baño. La vivienda se encuentra en la calle Bergantiños, en el barrio de Las Delicias, una de las zonas residenciales más consolidadas de Valladolid, caracterizada por su ambiente tranquilo y familiar, así como por su proximidad a todo tipo de servicios. La casa presenta una estructura funcional y acogedora, ideal tanto para residencia habitual como para inversión. Su distribución interior permite aprovechar al máximo el espacio disponible, ofreciendo estancias luminosas y bien ventiladas. El estado general de la vivienda es bueno, con acabados sencillos y listos para entrar a vivir o personalizar según las necesidades del comprador. Ubicada en el núcleo urbano de Valladolid, la propiedad cuenta con excelentes accesos a través de la Avenida de Segovia y la Carretera de Rueda, facilitando la conexión tanto con el centro de la ciudad como con las principales salidas hacia la VA-20 y la A-62, lo que permite un acceso rápido a otras localidades y a la red de autovías nacionales. En cuanto a transporte público, la zona está bien comunicada mediante varias líneas de autobús urbano (como las líneas 2, 3 y 9 de AUVASA), que conectan directamente con el centro y otros barrios de la ciudad. Además, la Estación de tren Valladolid-Campo Grande se encuentra a menos de 10 minutos en coche, ofreciendo conexiones de alta velocidad y regionales. En el entorno inmediato se pueden encontrar todo tipo de servicios: supermercados, restaurantes, centros educativos (como el Colegio Público Pablo Picasso y el IES Delicias), instalaciones deportivas (Polideportivo Delicias), oficinas bancarias y comercios de proximidad. Destacan puntos de interés como el Parque de las Norias, ideal para paseos y actividades al aire libre, y el Hospital Río Hortega, uno de los centros hospitalarios de referencia en Valladolid, situado a menos de 10 minutos en coche. También se localizan centros de salud, farmacias y otros servicios esenciales en las inmediaciones, lo que convierte a esta vivienda en una opción muy cómoda y práctica para el día a día. Con nuestros servicios podrá encontrar la casa adosada que necesita y asegurar su inversión con el mejor de los asesoramientos especializados. Empiece ahora mismo pidiendo más información. Un responsable cercano a usted le atenderá personalmente.";"https://www.idealista.com/inmueble/109848331/";"";"";"";"";"";""
"Valladolid";"Centro";"Piso";"CL General Shelly";"100000";"62";"58";"3";"1";"1ª</span>";"Exterior";"Sí";"Buen estado";"1963";"Calefacción individual: Gas natural";"";"";"";"Sí";"";"";"C";"Estupendo piso en el en el barrio de las Delicias, en la calle General Shelly, la vivienda de 58m2 se divide en tres dormitorios, un salón independiente con salida a una galería cubierta, cocina equipada y cuarto de baño con bañera. La vivienda cuenta con calefacción de gas natural individual con caldera nueva, ventanas de PVC con cristal climalit, suelos de parque y ascensor. Se vende con inquilinos, pagan 550€ y aun tienen contrato por 4 años. Ideal para inversores, sacando le rentabilidad desde el primer momento. No dudes en llamar para hacer una visita! Nota legal: La información contenida en este anuncio se ofrece con carácter meramente informativo y no tiene valor contractual ni jurídico. Puede estar sujeta a errores, omisiones o cambios. Fotografías, planos y descripciones se muestran unicamente como orientación.";"https://www.idealista.com/inmueble/109856475/";"1";"1";"0.3";"6";"6";"6"
"Valladolid";"Centro";"Piso";"Calle de Gabilondo";"202000";"78";"68";"2";"1";"9ª</span>";"Exterior";"Sí";"Buen estado";"1966";"Calefacción individual: Gas natural";"";"";"Sí";"";"";"";"";"La Casa Agency pone en venta este piso en zona Pseo. Zorrilla - plza. de Toros un luminoso piso que recibe mucha luz natural gracias su gran altura. El piso esta listo para entrar a vivir, ya que ha sido completamente reformado, cuenta con un amplio salón comedor con vistas diáfanas del salón y el comedor. perfecto para tus momentos de conexión entre la familia. El piso cuenta con dos dormitorios equipados con armarios empotrados, ideales para mantener tu espacio organizado y bien aprovechado. Una cocina totalmente equipada con todos los electrodomésticos necesarios para facilitar tu día a día. Un baño completo, como no puede faltar una bañera para relajarte después de un largo día. Calefacción y agua caliente que se suministra mediante caldera de gas natural, asegurando tu bienestar en cualquier época del año. Además disfrutarás de la comodidad de dos ascensores y un trastero en la última planta, para que puedas almacenar todo lo que necesites. Ubicación Inmejorable! Situado cerca de la estación de Renfe y paradas de autobuses, estarás conectado con toda la ciudad. La zona cuenta con numerosos comercios, incluyendo supermercados como Mercadona, Alimerka y Día, además de farmacias y pequeños negocios locales. Esta vivienda no solo es un hogar, ¡es una excelente inversión! No pierdas la oportunidad de adquirir este magnífico piso. ¡Contáctanos&nbsp;y&nbsp;ven&nbsp;a&nbsp;verlo! ¿Necesitas financiar? Contamos con un departamento financiero, que ofrece asesoramiento sin compromiso y posibilidad de financiación 100 % hipoteca y préstamo personal gracias al convenio que tenemos con más de 16 entidades bancarias. ¿Necesitas vender para poder comprar? Contacta con nosotros, hacemos valoraciones gratuitas y te asesoramos sin compromiso.";"https://www.idealista.com/inmueble/109858152/";"";"";"";"";"";""
"Valladolid";"Centro";"Chalet adosado";"Chalet adosado en venta en Calle Pajarillos";"169900";"160";"155";"1";"2";"?";"Exterior";"?";"Buen estado";"2009";"Calefacción individual: Eléctrica";"";"Sí";"Sí";"Sí";"";"";"A";"Agencia inmobiliaria de VALLADOLID zona SAN ISIDRO - PAJARILLOS oficina TECNOCASA VENDE: CASA INDEPENDIENTE en Barrio de Pajarillos Altos. Vivienda que cuenta con 160 metros cuadrados distribuidos en: PLANTA SÓTANO: Sótano con 40 metros cuadrados útiles distribuido en tres estancias. PLANTA BAJA: Dispone de garaje privado con espacio para vehículo grande, un dormitorio con armario empotrado, cuarto de baño con plato de ducha y terraza privada. PRIMERA PLANTA: Distribuida en dos estancias: Salón-comedor exterior y cocina amueblada y equipada. Cuenta además con una segunda terraza con toldo automático. SEGUNDA PLANTA: Cuenta con dos dormitorios exteriores y cuarto de baño completo. La vivienda está dotada con ventanas de Climalit oscilobatientes y placas solares. POSIBILIDAD DE FINANCIAR EL 100% DE LA VIVIENDA. Consulte condiciones. TECNOCASA. Red Inmobiliaria líder en el sector con más de 30 años de experiencia, presente en más de 12 países, con más de 850 oficinas a nivel nacional y 15 oficinas en Valladolid. en tres estancias.";"https://www.idealista.com/inmueble/109884156/";"14";"11";"3.8";"28";"25";"33"
"Valladolid";"Centro";"Piso";"Calle Pisuerga";"149000";"106";"97";"4";"1";"?";"Exterior";"No";"A reformar";"1950";"Calefacción individual: Gas natural";"";"";"";"";"";"";"En trámite";"Piso en venta al lado de la Avenida de Burgos. Este inmueble, con una superficie total construida de 106 m2 y útil de 97 m2, se presenta para ser reformado a tu gusto. Consta de cuatro habitaciones que ofrecen diversas posibilidades según tus necesidades; ideal para familias o incluso como inversión. Además, cuenta con un baño completo y destaca por ser exterior lo cual garantiza abundante luz natural durante todo el día. Aunque requiere reforma, su excelente ubicación te permitirá disfrutar del ambiente urbano sin renunciar a la tranquilidad que ofrece esta zona residencial. No pierdas la ocasión de transformar este espacio en el hogar perfecto o aprovecharlo como proyecto inmobiliario rentable. Venta: de 149.000 €.";"https://www.idealista.com/inmueble/109886130/";"8";"6";"2.5";"19";"14";"26"
"Valladolid";"Centro";"Piso";"Calle Perú, 9";"259900";"77";"66";"3";"3";"1ª</span>";"Exterior";"Sí";"Buen estado";"1963";"";"";"";"Sí";"";"";"";"";"TECNOCASA -AGENCIA INMOBILIARIA - MANTERÍA: &nbsp;Piso reformado con trastero en el centro de Valladolid – Calle Perú, Valladolid Se vende vivienda totalmente reformada en una de las zonas más demandadas de Valladolid. Ideal para quienes buscan amplitud, comodidad y una ubicación bien comunicada. Características principales: Ubicación: Calle Perú nº9, Centro-Valladolid Precio: 279900 € Superficie: &nbsp;77² Habitaciones: 3 Baños: 1 Estado: Reformado integralmente, estancias amplias y luminosas. Ventanas: Nuevas, con buen aislamiento Baño: Totalmente reformado Trastero: &nbsp;Incluido en el precio La vivienda se encuentra en perfecto estado, lista para entrar a vivir. Ofrece un entorno tranquilo con todos los servicios cercanos: colegios, supermercados, transporte público y zonas verdes. Una excelente oportunidad para vivir o invertir en una zona consolidada de la ciudad. TECNOCASA, Red Inmobiliaria líder en el sector con más de 30 años de experiencia, presente en más de 11 países, con más de 900 oficinas a nivel nacional y 15 oficinas en Valladolid. Realizamos valoraciones de su hogar totalmente gratuitas; gestionamos el proceso de post-venta (tanto para comprador como para el vendedor); además, les daremos toda la información que necesiten sobre hipotecas, les ayudaremos a tramitar herencias, certificados, cambios de titularidad, plusvalías, permiso de venta, etc. Contamos con la colaboración del departamento de financiación de KÍRON, su experto intermediario que le asesorará gratuitamente sin ningún compromiso. Nuestros servicios: -Hipoteca 'primera vivienda'. -Hipoteca 'cambio de vivienda'. -Hipoteca 100%. Disponemos de las mejores viviendas del mercado. NO DUDE EN VISITARNOS.";"https://www.idealista.com/inmueble/109891154/";"1";"1";"0.3";"6";"6";"6"
"Valladolid";"Centro";"Piso";"Calle Lima, 31";"234806";"111";"95";"4";"2";"1ª</span>";"Exterior";"Sí";"A estrenar";"?";"";"";"Sí";"Sí";"Sí";"Sí";"Sí";"A";"Residencial Terrazas del Pilar 2 es una promoción de Vivienda Protegida en El Peral, una de las mejores zonas residenciales de Valladolid. Se trata de la 2ª fase de un proyecto cuya 1ª fase esta actualmente en construcción. Consta de 61 viviendas en altura de 3 y 4 dormitorios y 14 viviendas unifamiliares de 4 dormitorios con jardín privado. La promoción cuenta con piscina, área infantil, zonas comunes y sala comunitaria. Es la oportunidad perfecta para vivir en El Peral, una tranquila zona a escasos minutos del centro de Valladolid, que cuenta con todos los servicios. Viviendas que destacan por su diseño y eficiencia, con aerotermia, excelentes aislamientos y sistema de climatización por suelo radiante, logrando un certificado energético A. El resultado final es un conjunto armónico de viviendas con una estética contemporánea preparado para el desarrollo de la nueva forma de vivir en la ciudad. Todo con la garantía de Libra Gestión de Proyectos, una gestora de reconocido prestigio con más de 25 años de experiencia en el sector inmobiliario y más de 6.000 viviendas entregadas. Viviendas Protegidas en régimen de cooperativa, la mejor opción para adquirir el hogar de tus sueños.";"https://www.idealista.com/inmueble/109901040/";"14";"11";"5.8";"28";"31";"67"
"Valladolid";"Centro";"Ático";"Calle Lima, 31";"290269";"118";"89";"4";"2";"5ª</span>";"Exterior";"Sí";"A estrenar";"?";"";"";"Sí";"Sí";"Sí";"Sí";"Sí";"A";"Residencial Terrazas del Pilar 2 es una promoción de Vivienda Protegida en El Peral, una de las mejores zonas residenciales de Valladolid. Se trata de la 2ª fase de un proyecto cuya 1ª fase esta actualmente en construcción. Consta de 61 viviendas en altura de 3 y 4 dormitorios y 14 viviendas unifamiliares de 4 dormitorios con jardín privado. La promoción cuenta con piscina, área infantil, zonas comunes y sala comunitaria. Es la oportunidad perfecta para vivir en El Peral, una tranquila zona a escasos minutos del centro de Valladolid, que cuenta con todos los servicios. Viviendas que destacan por su diseño y eficiencia, con aerotermia, excelentes aislamientos y sistema de climatización por suelo radiante, logrando un certificado energético A. El resultado final es un conjunto armónico de viviendas con una estética contemporánea preparado para el desarrollo de la nueva forma de vivir en la ciudad. Todo con la garantía de Libra Gestión de Proyectos, una gestora de reconocido prestigio con más de 25 años de experiencia en el sector inmobiliario y más de 6.000 viviendas entregadas. Viviendas Protegidas en régimen de cooperativa, la mejor opción para adquirir el hogar de tus sueños.";"https://www.idealista.com/inmueble/109901107/";"14";"11";"5.8";"28";"31";"67"
"Valladolid";"Centro";"Piso";"La Rubia";"188000";"100";"88";"3";"2";"3ª</span>";"Exterior";"Sí";"Buen estado";"1979";"Calefacción central: Gas";"";"";"Sí";"Sí";"";"";"En trámite";"ANB GESTIÓN INMOBILIARIA vende piso en una zona estupenda de Valladolid. ¡Descubre tu nuevo hogar en este espectacular piso de 100 m²! Situado en una zona privilegiada, es un piso muy amplio con todo independiente. Éste inmueble cuenta con un hall de entrada que da a un gran salón, perfecto para disfrutar de momentos en familia, tiene acceso a una terraza cubierta donde podrás relajarte y disfrutar del aire fresco. Este piso ofrece tres dormitorios, uno de ellos en suite, ideal para mayor privacidad. Además, cuenta con otro baño recién reformado con ducha, perfecto para tus visitas. La cocina está completamente amueblada y equipada con electrodomésticos, lista para que prepares tus platos favoritos. Ubicado a solo 15 minutos andando del Corte Inglés y cerca de todo tipo de servicios, tendrás todo lo que necesitas a tu alcance. La calefacción eléctrica y el gas natural garantizan tu confort durante todo el año. Este inmueble, construido en 1979 y en buen estado, se encuentra en la tercera planta con ascensor y tiene una orientación Este-Oeste que asegura luz natural durante el día. ¡No dejes pasar esta oportunidad y ven a visitarlo!";"https://www.idealista.com/inmueble/109902006/";"1";"1";"0.3";"6";"6";"6"
"Valladolid";"Centro";"Piso";"CL Padre Francisco Suarez, 7";"205000";"87";"77";"3";"2";"3ª</span>";"Exterior";"Sí";"A reformar";"1966";"Calefacción individual: Gas natural";"";"";"Sí";"Sí";"";"";"E";"Estupendo piso en la calle Padre Francisco Suarez, junto al Paseo Zorrilla. La vivienda de 77m2 útiles se divide en tres dormitorios, dos cuartos de baño (uno completo y otro aseo), una cocina completamente equipada con electrodomésticos en funcionamiento y un salón con salida a una terraza. El piso cuenta con suelos de sintasol y cerámica, ventanas de aluminio con cristal de climalit, calefacción individual de gas natural, portal adaptado para personas con movilidad reducida con dos ascensores. No dudes en llamar para hacer una visita! Nota legal: La información contenida en este anuncio se ofrece con carácter meramente informativo y no tiene valor contractual ni jurídico. Puede estar sujeta a errores, omisiones o cambios. Fotografías, planos y descripciones se muestran únicamente como&nbsp;orientación.";"https://www.idealista.com/inmueble/109918340/";"";"";"";"";"";""
"Valladolid";"Centro";"Casa o chalet";"Casa o chalet en venta en Calle del Buen Aire";"112000";"90";"";"3";"1";"?";"Exterior";"?";"A reformar";"1957";"Calefacción individual";"";"";"";"Sí";"";"";"En trámite";"GRAN OPORTUNIDAD DE VIVIENDA EN ZONA RESIDENCIAL EN EL BARRIO DE SAN PEDRO REGALADO. El inmueble está situado en el barrio de San Pedro Regalado. Caracterizado por sus casas bajas dentro del centro de la ciudad. Cercano a la VA-20 y a las Facultades de Ciencias y Educación. Próximo a grandes almacenes, Merca Olid y zona industrial. Esta zona está perfectamente comunicada con el resto de la ciudad por paradas de autobús y taxi. Esta vivienda de 90 metros ofrece una gran posibilidad de reforma y redistribución. Cuenta con un patio donde poder disfrutar del tiempo al aire libre. Este inmueble llama la atención por su estética de techos abovedados y suelos de barro rojo. En la planta superior habría posibilidad de edificar una zona de solarium. Se distribuyen en 2 plantas: En la planta baja encontramos: Salón Cocina. Pasillo distribuidor Pequeña despensa. Baño principal. Patio exterior. Escaleras de acceso a la planta superior. En la primera planta se encuentran: Tres dormitorios exteriores, uno de ellos con acceso a terraza acristalada. Características: Vivienda a reformar con grandes posibilidades de redistribución. Tejado completamente nuevo con aislamiento. Se dispone de proyecto de obra, lo que reduce los costes de reforma. Esta casa permite disfrutar de las ventajas y tranquilidad de un entorno rústico en plena ciudad, destacando su luminosidad y ambiente tranquilo. Oportunidad para vivienda habitual o como residencia de verano. EL CLIENTE ES NUESTRA PRIORIDAD ¡No dude en consultarnos y estaremos encantados de informarle!";"https://www.idealista.com/inmueble/109922579/";"";"";"";"";"";""
"Valladolid";"Centro";"Piso";"Paseo Farnesio";"139000";"100";"99";"3";"1";"1ª</span>";"Exterior";"No";"Buen estado";"1963";"Calefacción individual: Gas natural";"";"";"Sí";"Sí";"";"";"C";"Estupendo piso en muy buen estado en la calle Arca Real, junto al Paseo de Farnesio en el barrio de Las Delicias. La vivienda de 99m2 se divide en 3 amplios dormitorios, un gran cuarto de baño con ducha, un salón independiente con terraza cubierta, una cocina equipada con electrodomésticos en funcionamiento y salida a un gran galería cerrada de unos 20m2, trastero y despensa. El piso cuenta con calefacción de gas natural, suelos de tarima flotante en perfecto estado, ventanas dobles de aluminio y algunas de PVC con cristal de climalit, portal sin adaptar, sin ascensor. No dudes en llamar para hacer una visita! Nota legal: La información contenida en este anuncio se ofrece con carácter meramente informativo y no tiene valor contractual ni jurídico. Puede estar sujeta a errores, omisiones o cambios. Fotografías, planos y descripciones se muestran únicamente como&nbsp;orientación.";"https://www.idealista.com/inmueble/109924730/";"1";"1";"0.3";"6";"6";"6"
"Valladolid";"Centro";"Chalet adosado";"Chalet adosado en venta en Calle Jilguero";"135000";"203";"120";"3";"2";"principal";"?";"?";"A reformar";"1950";"Calefacción individual";"";"";"Sí";"Sí";"";"Sí";"En trámite";"Casa de 2 plantas para reformar en Pajarillos Altos, en muy buena zona, situada en Calle Jilguero. Se compone de 2 plantas distribuidas de la siguiente forma: -Planta principal con gran sala de entrada, salón, dormitorio, cuarto de baño, cocina y galería, además de un gran patio de unos 35m2. -2ª Planta con 3 dormitorios, salón, cocina y cuarto de baño. ¡Por 135.000€! ¡Visítela con InmoEsgueva! (Le ayudamos con la financiación si lo necesita) Finan100. es.";"https://www.idealista.com/inmueble/109926033/";"14";"11";"3.8";"28";"25";"33"
"Valladolid";"Centro";"Chalet adosado";"Chalet adosado en venta en Calle del Buen Aire";"112000";"90";"";"3";"1";"?";"?";"?";"Buen estado";"?";"No dispone de calefacción";"";"";"Sí";"Sí";"";"";"En trámite";"Casa de 2 plantas en San Pedro Regalado con patio de unos 10m. Superficie total construida de 90m. distribuidos en 3 dormitorios y terraza en la planta superior y salón, cocina, baño (con bañera y ventana) y pequeño trastero en la planta principal. La casa esta situada en una zona tranquila, es luminosa y tiene buena distribucion y muchas posibilidades. El tejado está renovado con aislamiento y la fachada está en buen estado. Suministro de agua dado de alta y hay toma de gas. Disponible proyecto de obra y posibilidad de edificar un solarium en la planta superior. Llámanos para visitas o para más información al SOLCASA Inmobiliaria, estamos en c/Fuente el sol 9 (La Victoria).";"https://www.idealista.com/inmueble/109932746/";"";"";"";"";"";""
"Valladolid";"Centro";"Piso";"Avenida de Segovia";"179900";"122";"109";"4";"2";"8ª</span>";"Exterior";"Sí";"A reformar";"1975";"Calefacción central: Gas";"";"Sí";"";"Sí";"";"";"";"TECNOCASA DELICIAS VENDE: Vivienda situada en plena Avenida de Segovia, una de las zonas más completas y demandadas de la ciudad. Con una ubicación inmejorable, tendrás todos los servicios a pie de puerta: supermercados, entidades bancarias, tiendas, bares y restaurantes. Además, las conexiones de transporte público son excelentes, facilitando tu movilidad por la ciudad. Este luminoso piso en una planta alta ofrece magníficas vistas panorámicas que te enamorarán cada día. Cuenta con cuatro amplios dormitorios y dos baños, uno de ellos aseo, perfectos para adaptarse a tus necesidades. El inmueble cuenta con una distribución y orientación muy buena y además cuenta con tres galerías cerradas. El portal dispone de ascensor y está reformado. La vivienda también incluye una plaza de garaje ubicada cerca, lo que añade comodidad a tu día a día. Una oportunidad única, ya que no es habitual encontrar pisos con cuatro habitaciones, dos baños y plaza de garaje en esta zona. ¡Ven a visitarlo y comienza a imaginar tu nuevo hogar! CONSULTA CONDICIONES DE FINANCIACIÓN EN NUESTRA OFICINA DE AVENIDA DE SEGOVIA Nº77.";"https://www.idealista.com/inmueble/109939856/";"1";"1";"0.3";"6";"6";"6"
"Valladolid";"Centro";"Piso";"Calle de Portillo de Balboa";"150000";"75";"";"3";"1";"2ª</span>";"Exterior";"Sí";"Buen estado";"?";"Calefacción individual: Gas natural";"";"";"";"";"";"";"E";"Agencia inmobiliaria de VALLADOLID zona LA RONDILLA oficina TECNOCASA VENDE: Piso en c/ PORTILLO DE BALBOA que cuenta con 75 metros distribuidos en: 3 dormitorios, salón, cocina amueblada y equipada con electrodomésticos y baño con plato de ducha y mampara. Calefacción de gas natural individual. Ventanas de tipo Climalit. Carpintería interior cambiada, puertas macizas en color roble. Finca con ascensor en entreplanta. Zona cercana a los hospitales, dotada con supermercados, farmacias, centro de salud, pequeños comercios y paradas de autobús cercanas a la vivienda. POSIBILIDAD DE FINANCIAR EL 100% DE LA VIVIENDA. Consulte condiciones en nuestra oficina de c/ Cardenal Cisneros Nº13. TECNOCASA. Red Inmobiliaria líder en el sector con más de 30 años de experiencia, presente en más de 12 países, con más de 850 oficinas a nivel nacional y 15 oficinas en Valladolid.";"https://www.idealista.com/inmueble/109940531/";"8";"7";"2.3";"15";"13";"20"
